idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior
53,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
43,terceirizados,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,média,1,apenas um
25,terceirizados,solteiro(a),,não,não,não,telefone móvel,março,terça-feira,curta,1,nenhum
70,do lar,casado(a),básico,não,não,não,telefone fixo,agosto,segunda-feira,longa,4,nenhum
32,escritório,casado(a),ensino médio,não,,,telefone móvel,maio,terça-feira,média,6,nenhum
29,escritório,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,terça-feira,curta,1,nenhum
36,desempregado,casado(a),ensino técnico,não,sim,não,telefone móvel,dezembro,segunda-feira,longa,1,apenas um
55,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,longa,3,nenhum
29,escritório,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,quarta-feira,média,2,nenhum
30,escritório,solteiro(a),graduação,não,não,não,telefone móvel,junho,segunda-feira,curta,1,nenhum
38,gerência,casado(a),graduação,não,não,não,telefone fixo,junho,terça-feira,longa,4,nenhum
28,especialista,casado(a),graduação,não,não,sim,telefone fixo,maio,sexta-feira,média,4,nenhum
41,escritório,solteiro(a),ensino técnico,não,sim,não,telefone móvel,maio,terça-feira,curta,1,apenas um
44,escritório,casado(a),graduação,,sim,não,telefone fixo,maio,sexta-feira,média,1,nenhum
51,,casado(a),,,sim,não,telefone móvel,agosto,segunda-feira,curta,2,nenhum
58,escritório,casado(a),graduação,,não,não,telefone móvel,agosto,quarta-feira,longa,4,nenhum
41,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,longa,1,nenhum
44,trabalhador manual,solteiro(a),ensino médio,,sim,não,telefone móvel,maio,terça-feira,curta,3,apenas um
31,trabalhador manual,solteiro(a),básico,,não,não,telefone fixo,junho,segunda-feira,longa,1,nenhum
46,escritório,casado(a),básico,,sim,sim,telefone fixo,maio,quarta-feira,média,2,nenhum
22,,solteiro(a),ensino médio,não,sim,não,telefone móvel,abril,sexta-feira,longa,1,nenhum
37,especialista,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,segunda-feira,longa,6,nenhum
61,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,longa,2,nenhum
30,trabalhador manual,solteiro(a),ensino técnico,não,não,sim,telefone móvel,março,terça-feira,média,2,apenas um
48,escritório,casado(a),graduação,não,não,não,telefone fixo,julho,terça-feira,média,9,nenhum
30,trabalhador manual,solteiro(a),ensino médio,não,sim,sim,telefone fixo,maio,quinta-feira,longa,2,nenhum
50,trabalhador manual,divorciado(a),básico,não,não,não,telefone móvel,novembro,quarta-feira,média,1,nenhum
36,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,quinta-feira,média,2,nenhum
35,trabalhador manual,casado(a),ensino médio,não,sim,não,telefone móvel,junho,segunda-feira,curta,2,nenhum
52,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,curta,1,nenhum
31,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,julho,sexta-feira,longa,1,nenhum
30,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,outubro,segunda-feira,média,1,nenhum
54,aposentado,casado(a),básico,,sim,não,telefone móvel,julho,sexta-feira,longa,2,nenhum
38,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,terça-feira,média,3,nenhum
49,trabalhador manual,casado(a),,não,sim,sim,telefone móvel,agosto,quarta-feira,longa,1,nenhum
37,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,curta,33,nenhum
43,empreendedor,casado(a),ensino técnico,,não,não,telefone móvel,maio,sexta-feira,média,1,apenas um
56,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone móvel,março,segunda-feira,média,2,nenhum
37,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,curta,3,nenhum
29,terceirizados,solteiro(a),ensino médio,não,não,não,telefone fixo,maio,quinta-feira,curta,6,nenhum
54,especialista,casado(a),,não,não,não,telefone móvel,março,quinta-feira,curta,1,apenas um
42,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,maio,segunda-feira,curta,8,apenas um
39,do lar,divorciado(a),graduação,não,sim,não,telefone móvel,maio,quarta-feira,longa,3,apenas um
36,trabalhador manual,casado(a),,não,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum
48,trabalhador manual,casado(a),ensino técnico,,não,não,telefone fixo,maio,segunda-feira,longa,1,nenhum
32,especialista,solteiro(a),graduação,não,sim,não,telefone fixo,maio,sexta-feira,curta,2,nenhum
28,,solteiro(a),,não,sim,não,telefone fixo,abril,quinta-feira,longa,1,apenas um
41,empreendedor,solteiro(a),graduação,,sim,sim,telefone móvel,abril,quinta-feira,longa,1,apenas um
34,gerência,solteiro(a),graduação,não,sim,sim,telefone móvel,abril,quarta-feira,longa,1,nenhum
75,aposentado,casado(a),básico,não,sim,não,telefone móvel,junho,segunda-feira,média,1,nenhum
32,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,longa,2,nenhum
28,terceirizados,solteiro(a),ensino médio,não,não,não,telefone móvel,julho,sexta-feira,longa,3,nenhum
31,empreendedor,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,curta,5,nenhum
34,,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,segunda-feira,média,3,mais de um
79,aposentado,casado(a),básico,não,sim,não,telefone móvel,julho,segunda-feira,média,2,apenas um
57,escritório,casado(a),graduação,,sim,não,telefone móvel,agosto,quarta-feira,curta,4,nenhum
38,empreendedor,casado(a),básico,,,,telefone fixo,maio,sexta-feira,curta,1,nenhum
40,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,quarta-feira,curta,4,nenhum
32,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,curta,2,nenhum
50,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quinta-feira,longa,1,nenhum
24,gerência,solteiro(a),graduação,não,sim,não,telefone móvel,julho,terça-feira,longa,2,nenhum
51,escritório,casado(a),básico,não,sim,não,telefone móvel,agosto,quinta-feira,curta,1,nenhum
35,escritório,divorciado(a),ensino médio,não,não,não,telefone móvel,novembro,terça-feira,longa,2,mais de um
48,terceirizados,casado(a),ensino médio,,não,não,telefone fixo,maio,terça-feira,média,2,nenhum
41,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,sexta-feira,média,3,nenhum
48,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,junho,terça-feira,média,1,nenhum
49,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,quinta-feira,curta,2,nenhum
54,do lar,casado(a),graduação,não,não,não,telefone móvel,novembro,segunda-feira,curta,1,nenhum
46,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,longa,2,nenhum
52,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,segunda-feira,média,2,apenas um
31,gerência,casado(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,média,2,nenhum
44,gerência,casado(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,média,5,nenhum
35,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,março,segunda-feira,curta,1,nenhum
79,aposentado,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,sexta-feira,longa,2,apenas um
34,gerência,casado(a),ensino técnico,não,não,não,telefone fixo,maio,terça-feira,média,2,nenhum
42,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,maio,sexta-feira,curta,5,nenhum
59,desempregado,casado(a),básico,não,sim,não,telefone móvel,abril,quinta-feira,média,1,apenas um
43,terceirizados,solteiro(a),básico,não,sim,sim,telefone móvel,maio,quarta-feira,curta,8,nenhum
25,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,abril,quinta-feira,curta,1,nenhum
34,empreendedor,solteiro(a),ensino técnico,não,sim,não,telefone móvel,julho,terça-feira,curta,1,nenhum
49,gerência,casado(a),básico,não,sim,sim,telefone móvel,maio,terça-feira,longa,2,nenhum
47,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum
41,especialista,solteiro(a),ensino técnico,,sim,não,telefone móvel,maio,quinta-feira,curta,8,nenhum
53,aposentado,casado(a),graduação,não,não,não,telefone móvel,novembro,sexta-feira,curta,1,nenhum
35,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,3,nenhum
33,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,maio,terça-feira,média,1,nenhum
39,especialista,solteiro(a),ensino técnico,não,,,telefone móvel,julho,quarta-feira,longa,2,nenhum
37,escritório,casado(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,longa,6,nenhum
37,escritório,casado(a),graduação,não,sim,sim,telefone móvel,maio,quinta-feira,longa,1,mais de um
38,especialista,solteiro(a),ensino médio,,,,telefone fixo,junho,quinta-feira,média,2,nenhum
34,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,maio,terça-feira,longa,3,apenas um
36,escritório,solteiro(a),graduação,,sim,não,telefone móvel,julho,sexta-feira,curta,2,nenhum
56,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,sexta-feira,longa,1,nenhum
31,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,média,1,nenhum
54,do lar,casado(a),básico,não,,,telefone fixo,junho,terça-feira,média,1,nenhum
42,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,novembro,segunda-feira,longa,2,nenhum
54,terceirizados,casado(a),básico,não,sim,não,telefone fixo,julho,terça-feira,longa,2,nenhum
37,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,novembro,quinta-feira,longa,3,nenhum
34,gerência,solteiro(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,longa,1,nenhum
28,trabalhador manual,,ensino médio,não,não,não,telefone móvel,agosto,sexta-feira,média,1,apenas um
42,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,julho,segunda-feira,média,1,mais de um
53,escritório,casado(a),graduação,não,sim,sim,telefone móvel,maio,quinta-feira,média,1,mais de um
44,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,junho,sexta-feira,média,6,nenhum
34,escritório,solteiro(a),graduação,,não,sim,telefone móvel,abril,sexta-feira,longa,1,nenhum
54,escritório,casado(a),graduação,,não,não,telefone móvel,julho,quarta-feira,longa,1,nenhum
54,gerência,casado(a),,não,sim,sim,telefone fixo,julho,terça-feira,longa,6,nenhum
40,escritório,solteiro(a),graduação,não,não,sim,telefone fixo,maio,quinta-feira,longa,3,nenhum
29,escritório,solteiro(a),graduação,não,não,sim,telefone fixo,abril,quinta-feira,longa,1,nenhum
53,desempregado,casado(a),ensino médio,não,sim,não,telefone fixo,junho,terça-feira,média,2,nenhum
39,especialista,solteiro(a),básico,não,não,não,telefone móvel,maio,segunda-feira,longa,7,nenhum
54,aposentado,casado(a),básico,não,sim,sim,telefone móvel,julho,quinta-feira,curta,2,nenhum
51,escritório,casado(a),básico,não,sim,não,telefone móvel,agosto,quinta-feira,curta,5,nenhum
27,desempregado,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,média,1,mais de um
33,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,curta,2,nenhum
43,terceirizados,divorciado(a),ensino médio,não,sim,sim,telefone móvel,julho,quinta-feira,longa,1,nenhum
26,escritório,casado(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,curta,1,nenhum
18,,solteiro(a),básico,não,,,telefone móvel,agosto,sexta-feira,longa,2,apenas um
52,empreendedor,divorciado(a),graduação,,não,sim,telefone fixo,maio,segunda-feira,curta,2,nenhum
52,do lar,casado(a),básico,não,não,não,telefone móvel,julho,terça-feira,média,3,nenhum
46,gerência,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,quinta-feira,longa,1,nenhum
61,trabalhador manual,casado(a),ensino técnico,não,sim,não,telefone móvel,abril,quarta-feira,longa,1,nenhum
39,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,terça-feira,longa,3,nenhum
39,escritório,solteiro(a),graduação,não,sim,sim,telefone fixo,maio,segunda-feira,média,4,nenhum
37,trabalhador manual,solteiro(a),básico,,não,não,telefone móvel,maio,quarta-feira,média,3,nenhum
32,,solteiro(a),,não,,,telefone móvel,setembro,quarta-feira,longa,2,mais de um
31,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,média,1,nenhum
49,aposentado,casado(a),básico,,não,sim,telefone móvel,julho,segunda-feira,longa,2,nenhum
44,escritório,divorciado(a),ensino médio,não,não,não,telefone fixo,junho,terça-feira,longa,1,nenhum
34,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,março,terça-feira,média,2,nenhum
38,especialista,casado(a),ensino técnico,,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum
51,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,março,terça-feira,média,19,nenhum
40,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,junho,segunda-feira,longa,2,nenhum
50,gerência,casado(a),graduação,,não,sim,telefone móvel,julho,terça-feira,longa,2,nenhum
44,escritório,casado(a),ensino médio,não,não,não,telefone fixo,junho,sexta-feira,longa,10,nenhum
33,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,segunda-feira,média,2,nenhum
39,do lar,solteiro(a),básico,,não,não,telefone móvel,julho,segunda-feira,longa,5,nenhum
39,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,curta,1,nenhum
26,,solteiro(a),básico,não,não,sim,telefone móvel,maio,quarta-feira,média,1,nenhum
30,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,curta,1,apenas um
34,especialista,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,sexta-feira,média,1,nenhum
32,gerência,solteiro(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,longa,3,nenhum
59,gerência,casado(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,longa,2,nenhum
35,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,média,1,nenhum
55,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,agosto,terça-feira,média,1,nenhum
50,do lar,solteiro(a),ensino médio,,não,não,telefone fixo,junho,quinta-feira,curta,1,nenhum
32,do lar,casado(a),graduação,não,sim,sim,telefone móvel,agosto,quinta-feira,média,4,nenhum
29,terceirizados,solteiro(a),,não,não,não,telefone móvel,maio,terça-feira,longa,2,apenas um
45,trabalhador manual,casado(a),ensino médio,não,sim,não,telefone fixo,maio,segunda-feira,longa,4,nenhum
45,do lar,casado(a),ensino médio,não,sim,sim,telefone móvel,julho,segunda-feira,curta,1,nenhum
55,gerência,casado(a),básico,,sim,não,telefone fixo,maio,segunda-feira,média,1,nenhum
40,terceirizados,divorciado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,curta,1,nenhum
26,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,média,3,nenhum
46,trabalhador manual,divorciado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,1,nenhum
34,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,sexta-feira,curta,1,nenhum
57,escritório,casado(a),,não,sim,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum
43,gerência,divorciado(a),graduação,,sim,não,telefone móvel,julho,segunda-feira,média,3,nenhum
83,aposentado,casado(a),graduação,não,sim,não,telefone móvel,outubro,terça-feira,média,1,nenhum
33,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,nenhum
31,terceirizados,casado(a),ensino técnico,não,sim,não,telefone móvel,novembro,quarta-feira,longa,2,nenhum
33,terceirizados,casado(a),básico,não,não,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
28,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,agosto,segunda-feira,curta,1,nenhum
57,aposentado,casado(a),básico,não,sim,não,telefone fixo,junho,quarta-feira,curta,30,nenhum
32,,solteiro(a),graduação,não,não,não,telefone móvel,julho,sexta-feira,longa,3,mais de um
44,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,longa,3,nenhum
24,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,maio,sexta-feira,longa,2,nenhum
39,desempregado,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,terça-feira,longa,3,nenhum
53,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,maio,segunda-feira,longa,6,nenhum
