idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior,produto
33,desempregado,solteiro(a),graduação,não,não,não,telefone móvel,abril,quarta-feira,curta,1,nenhum,sim
38,empreendedor,solteiro(a),graduação,não,sim,não,telefone fixo,abril,quinta-feira,curta,1,nenhum,não
34,terceirizados,casado(a),graduação,,sim,não,telefone móvel,agosto,quinta-feira,média,3,nenhum,não
39,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,segunda-feira,curta,1,apenas um,não
47,especialista,divorciado(a),ensino técnico,,não,não,telefone fixo,julho,terça-feira,longa,4,nenhum,não
36,especialista,divorciado(a),básico,não,sim,não,telefone móvel,novembro,terça-feira,longa,1,mais de um,sim
36,escritório,casado(a),graduação,não,sim,não,telefone móvel,outubro,quinta-feira,média,2,nenhum,não
44,terceirizados,solteiro(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,longa,4,nenhum,sim
47,especialista,casado(a),ensino técnico,não,não,sim,telefone móvel,abril,terça-feira,média,1,mais de um,sim
60,especialista,casado(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,curta,4,nenhum,não
57,aposentado,casado(a),graduação,não,não,não,telefone móvel,maio,quarta-feira,curta,2,nenhum,sim
32,trabalhador manual,solteiro(a),básico,não,sim,sim,telefone móvel,abril,segunda-feira,média,1,nenhum,não
50,aposentado,casado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,média,4,nenhum,não
32,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,1,mais de um,sim
26,,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,curta,8,nenhum,não
35,especialista,solteiro(a),ensino médio,não,não,não,telefone móvel,agosto,sexta-feira,curta,1,nenhum,não
48,escritório,casado(a),básico,não,sim,não,telefone fixo,junho,quarta-feira,curta,3,nenhum,não
37,desempregado,divorciado(a),ensino técnico,,sim,não,telefone fixo,maio,sexta-feira,longa,1,nenhum,não
35,especialista,divorciado(a),ensino técnico,não,sim,sim,telefone móvel,maio,sexta-feira,média,2,nenhum,não
51,gerência,divorciado(a),graduação,,não,não,telefone fixo,abril,segunda-feira,longa,6,apenas um,sim
43,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,setembro,quarta-feira,longa,1,apenas um,sim
35,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,curta,6,nenhum,não
34,especialista,solteiro(a),graduação,não,não,sim,telefone fixo,maio,segunda-feira,longa,1,nenhum,não
33,especialista,solteiro(a),graduação,não,não,não,telefone móvel,maio,quinta-feira,curta,8,nenhum,não
33,especialista,casado(a),ensino médio,não,sim,não,telefone fixo,junho,sexta-feira,média,5,apenas um,sim
28,escritório,casado(a),graduação,não,não,não,telefone móvel,julho,sexta-feira,média,1,nenhum,não
33,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,longa,1,nenhum,sim
46,empreendedor,casado(a),básico,não,não,não,telefone móvel,agosto,quinta-feira,curta,2,nenhum,não
36,trabalhador manual,casado(a),básico,,sim,sim,telefone móvel,maio,sexta-feira,média,1,apenas um,não
58,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,maio,quinta-feira,média,1,nenhum,não
39,trabalhador manual,solteiro(a),,não,sim,não,telefone fixo,outubro,terça-feira,curta,1,apenas um,não
32,escritório,divorciado(a),graduação,não,sim,sim,telefone móvel,março,segunda-feira,média,2,apenas um,sim
44,escritório,casado(a),graduação,não,sim,sim,telefone móvel,junho,terça-feira,média,2,nenhum,não
26,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,abril,segunda-feira,média,1,nenhum,sim
43,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,setembro,quinta-feira,média,1,nenhum,sim
34,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,setembro,quarta-feira,longa,1,nenhum,sim
46,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,média,1,nenhum,não
49,escritório,casado(a),graduação,não,não,não,telefone móvel,novembro,quinta-feira,longa,1,apenas um,não
37,do lar,divorciado(a),básico,,sim,não,telefone móvel,novembro,quarta-feira,curta,1,nenhum,não
40,gerência,casado(a),graduação,não,não,não,telefone fixo,junho,segunda-feira,longa,3,nenhum,sim
42,terceirizados,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,curta,5,nenhum,não
23,,solteiro(a),básico,não,não,não,telefone móvel,outubro,sexta-feira,longa,1,apenas um,sim
45,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,terça-feira,curta,6,nenhum,não
31,escritório,solteiro(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,curta,1,nenhum,não
43,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quarta-feira,longa,3,nenhum,não
29,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quinta-feira,longa,4,nenhum,sim
29,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,quinta-feira,média,4,nenhum,não
27,,solteiro(a),básico,não,sim,não,telefone fixo,outubro,terça-feira,longa,3,nenhum,sim
41,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,maio,segunda-feira,média,3,nenhum,não
34,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,longa,2,nenhum,não
36,escritório,solteiro(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,média,4,nenhum,não
44,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
57,especialista,divorciado(a),ensino técnico,não,sim,não,telefone fixo,julho,sexta-feira,média,4,nenhum,não
37,trabalhador manual,casado(a),básico,não,sim,sim,telefone fixo,maio,segunda-feira,curta,1,nenhum,não
25,empreendedor,solteiro(a),,não,não,sim,telefone móvel,julho,quinta-feira,longa,2,nenhum,sim
40,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,longa,1,nenhum,não
45,escritório,casado(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,curta,3,nenhum,não
27,terceirizados,divorciado(a),básico,não,não,não,telefone fixo,maio,quinta-feira,média,1,nenhum,não
47,desempregado,casado(a),básico,não,sim,sim,telefone móvel,junho,terça-feira,longa,4,apenas um,sim
51,especialista,casado(a),graduação,,sim,sim,telefone móvel,novembro,sexta-feira,curta,1,nenhum,não
48,escritório,casado(a),graduação,,sim,não,telefone móvel,agosto,segunda-feira,curta,1,nenhum,não
49,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quarta-feira,longa,2,nenhum,sim
34,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,curta,1,nenhum,não
41,do lar,divorciado(a),ensino médio,,sim,sim,telefone móvel,julho,quinta-feira,curta,2,nenhum,não
27,escritório,casado(a),ensino médio,não,sim,sim,telefone fixo,junho,quarta-feira,curta,2,nenhum,não
28,escritório,solteiro(a),graduação,não,não,não,telefone fixo,outubro,terça-feira,longa,1,nenhum,sim
58,trabalhador manual,divorciado(a),,,,,telefone fixo,junho,quarta-feira,curta,8,nenhum,não
48,empreendedor,casado(a),,,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum,não
46,do lar,casado(a),ensino técnico,,sim,não,telefone fixo,maio,terça-feira,longa,2,nenhum,sim
59,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,março,segunda-feira,curta,2,apenas um,sim
40,desempregado,solteiro(a),básico,não,não,não,telefone fixo,junho,quinta-feira,média,2,nenhum,não
42,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,junho,terça-feira,média,3,nenhum,não
40,empreendedor,casado(a),básico,,sim,sim,telefone fixo,maio,segunda-feira,curta,2,nenhum,não
32,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,novembro,quinta-feira,longa,2,nenhum,sim
37,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,segunda-feira,longa,8,nenhum,não
39,trabalhador manual,divorciado(a),básico,não,,,telefone móvel,julho,sexta-feira,longa,2,nenhum,sim
60,especialista,casado(a),graduação,,não,não,telefone fixo,maio,terça-feira,média,3,nenhum,não
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,longa,2,nenhum,sim
31,escritório,solteiro(a),ensino médio,não,não,sim,telefone móvel,julho,terça-feira,curta,2,nenhum,não
23,,solteiro(a),ensino médio,não,não,sim,telefone móvel,junho,segunda-feira,longa,1,mais de um,sim
49,do lar,casado(a),ensino técnico,não,não,não,telefone móvel,julho,quarta-feira,longa,3,apenas um,sim
33,empreendedor,solteiro(a),graduação,não,sim,não,telefone móvel,dezembro,segunda-feira,média,4,apenas um,sim
40,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,média,2,nenhum,não
31,escritório,divorciado(a),graduação,não,não,não,telefone fixo,novembro,segunda-feira,curta,1,nenhum,não
31,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,junho,terça-feira,média,1,nenhum,não
51,escritório,casado(a),básico,não,não,não,telefone móvel,agosto,terça-feira,média,3,nenhum,não
30,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,curta,1,nenhum,não
45,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,agosto,segunda-feira,curta,2,nenhum,não
32,terceirizados,solteiro(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,longa,2,nenhum,sim
27,escritório,casado(a),ensino médio,não,não,não,telefone móvel,junho,quarta-feira,longa,5,nenhum,sim
43,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,junho,segunda-feira,curta,1,nenhum,não
60,aposentado,solteiro(a),ensino técnico,,sim,não,telefone fixo,julho,quinta-feira,longa,1,nenhum,não
33,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,quarta-feira,média,2,nenhum,não
57,escritório,casado(a),básico,não,sim,não,telefone móvel,agosto,segunda-feira,média,1,nenhum,não
26,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,julho,terça-feira,longa,9,nenhum,sim
56,escritório,divorciado(a),ensino médio,não,não,não,telefone móvel,novembro,quarta-feira,curta,3,nenhum,não
37,gerência,divorciado(a),graduação,não,não,não,telefone móvel,setembro,terça-feira,média,3,apenas um,sim
45,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,agosto,terça-feira,longa,2,nenhum,sim
47,escritório,casado(a),graduação,,sim,não,telefone móvel,julho,terça-feira,curta,2,nenhum,não
49,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,média,1,nenhum,sim
44,trabalhador manual,casado(a),básico,não,,,telefone fixo,junho,sexta-feira,curta,1,nenhum,não
38,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,curta,4,nenhum,não
33,terceirizados,solteiro(a),ensino médio,não,não,não,telefone fixo,junho,sexta-feira,curta,1,nenhum,não
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,curta,6,nenhum,não
32,escritório,solteiro(a),básico,não,sim,não,telefone fixo,maio,sexta-feira,curta,3,nenhum,não
63,especialista,casado(a),,não,sim,não,telefone móvel,julho,segunda-feira,média,1,mais de um,sim
40,terceirizados,casado(a),ensino médio,,não,sim,telefone fixo,maio,sexta-feira,média,3,nenhum,não
45,gerência,casado(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum,não
37,trabalhador manual,casado(a),ensino médio,não,não,não,telefone móvel,novembro,quinta-feira,curta,2,nenhum,não
46,gerência,casado(a),básico,não,não,sim,telefone fixo,maio,segunda-feira,curta,1,nenhum,não
37,terceirizados,casado(a),ensino médio,não,não,sim,telefone fixo,maio,quarta-feira,média,5,nenhum,não
34,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,curta,3,nenhum,não
35,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,sexta-feira,curta,4,apenas um,não
29,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,terça-feira,média,4,nenhum,não
32,especialista,solteiro(a),graduação,,sim,não,telefone móvel,agosto,sexta-feira,longa,2,nenhum,sim
34,gerência,casado(a),graduação,não,não,não,telefone móvel,novembro,quinta-feira,média,1,nenhum,não
34,escritório,solteiro(a),graduação,não,não,não,telefone móvel,novembro,quinta-feira,média,1,nenhum,não
42,especialista,divorciado(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,nenhum,sim
57,aposentado,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,quarta-feira,média,4,nenhum,não
26,terceirizados,solteiro(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,longa,1,nenhum,sim
38,trabalhador manual,casado(a),ensino médio,,não,sim,telefone fixo,maio,sexta-feira,longa,5,nenhum,não
41,terceirizados,casado(a),básico,,não,não,telefone fixo,maio,quinta-feira,curta,2,nenhum,não
29,,solteiro(a),,não,não,não,telefone móvel,agosto,quinta-feira,longa,4,apenas um,sim
50,trabalhador manual,casado(a),básico,,não,não,telefone móvel,março,segunda-feira,longa,1,apenas um,sim
39,trabalhador manual,casado(a),,não,não,não,telefone móvel,julho,quarta-feira,longa,1,nenhum,não
39,trabalhador manual,casado(a),ensino médio,,não,não,telefone móvel,julho,segunda-feira,curta,3,nenhum,não
61,,casado(a),básico,,não,não,telefone fixo,junho,terça-feira,curta,7,nenhum,não
83,aposentado,divorciado(a),básico,não,sim,não,telefone móvel,novembro,terça-feira,média,2,apenas um,sim
34,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,julho,segunda-feira,média,1,nenhum,não
30,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quarta-feira,longa,2,nenhum,sim
31,especialista,solteiro(a),ensino médio,,não,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum,não
36,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone móvel,julho,quinta-feira,longa,2,nenhum,não
42,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,longa,1,nenhum,sim
36,especialista,casado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,média,4,nenhum,não
39,terceirizados,casado(a),básico,,sim,não,telefone móvel,maio,sexta-feira,curta,1,nenhum,não
30,especialista,solteiro(a),básico,não,não,sim,telefone móvel,novembro,quarta-feira,média,1,nenhum,não
46,terceirizados,casado(a),básico,não,,,telefone móvel,abril,segunda-feira,média,3,nenhum,não
25,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,não
42,empreendedor,casado(a),ensino técnico,,sim,não,telefone móvel,novembro,sexta-feira,longa,1,nenhum,sim
36,empreendedor,casado(a),básico,,não,não,telefone fixo,junho,quinta-feira,média,1,nenhum,não
50,escritório,,graduação,não,não,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,sim
40,escritório,casado(a),graduação,,não,não,telefone móvel,agosto,quinta-feira,média,10,nenhum,não
38,gerência,casado(a),graduação,,não,não,telefone móvel,julho,segunda-feira,curta,1,nenhum,não
31,empreendedor,solteiro(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,longa,3,apenas um,não
45,gerência,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,segunda-feira,longa,1,nenhum,não
34,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,julho,terça-feira,média,1,nenhum,não
66,gerência,casado(a),graduação,não,sim,não,telefone móvel,julho,segunda-feira,média,1,mais de um,sim
31,gerência,solteiro(a),graduação,não,não,não,telefone fixo,junho,quinta-feira,curta,7,nenhum,não
37,gerência,casado(a),graduação,não,sim,sim,telefone móvel,novembro,quinta-feira,média,2,nenhum,não
54,aposentado,divorciado(a),ensino médio,não,não,sim,telefone fixo,maio,quinta-feira,longa,5,nenhum,não
43,escritório,casado(a),graduação,não,não,não,telefone fixo,dezembro,sexta-feira,curta,5,apenas um,não
53,escritório,casado(a),graduação,,sim,não,telefone móvel,agosto,terça-feira,média,3,nenhum,não
26,especialista,solteiro(a),ensino médio,não,não,sim,telefone móvel,julho,sexta-feira,curta,2,nenhum,não
43,empreendedor,casado(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,média,2,nenhum,não
42,gerência,divorciado(a),graduação,não,não,não,telefone móvel,novembro,sexta-feira,média,4,nenhum,não
37,trabalhador manual,divorciado(a),ensino médio,não,não,não,telefone móvel,março,segunda-feira,curta,2,apenas um,não
30,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,média,2,nenhum,não
